id_street,number,original_n,source,author,date,coordinate,first_day,first_month,first_year,last_day,last_month,last_year
54,113.0,113,"Livro de Emplacamento n,20. p,154",Cintia,8/10/2018,POINT(-46.64017655855169 -23.54375263650699),11.0,6.0,1935.0,,,
54,27.0,27,"Livro de Emplacamento n,20. p,154",Cintia,8/10/2018,POINT(-46.64017655855169 -23.54375263650699),20.0,2.0,1909.0,11.0,5.0,1935.0
54,281.0,281,"Livro de Emplacamento n,20. p,154",Cintia,8/10/2018,POINT(-46.638931682895034 -23.544736571311265),11.0,6.0,1935.0,,,
54,69.0,69,"Livro de Emplacamento n,20. p,154",Cintia,8/10/2018,POINT(-46.638931682895034 -23.544736571311265),11.0,5.0,1935.0,11.0,5.0,1935.0
54,32.0,32,"Livro de Emplacamento n,20. p,154",Cintia,8/10/2018,POINT(-46.640773866852776 -23.543274614360165),11.0,6.0,1935.0,,,
54,4.0,4,"Livro de Emplacamento n,20. p,154",Cintia,8/10/2018,POINT(-46.640773866852776 -23.543274614360165),20.0,2.0,1909.0,11.0,5.0,1935.0
54,196.0,196,"Livro de Emplacamento n,20. p,154",Cintia,8/10/2018,POINT(-46.63956176527519 -23.544239043148487),11.0,6.0,1935.0,,,
54,42.0,42,"Livro de Emplacamento n,20. p,154",Cintia,8/10/2018,POINT(-46.63956176527519 -23.544239043148487),20.0,2.0,1909.0,11.0,5.0,1935.0
54,44.0,44,"Livro de Emplacamento n,20. p,154",Cintia,8/10/2018,POINT(-46.63956176527519 -23.544239043148487),19.0,2.0,1909.0,19.0,2.0,1909.0
54,262.0,262,"Livro de Emplacamento n,20. p,154",Cintia,8/10/2018,POINT(-46.63907252483883 -23.5446253591337),11.0,6.0,1935.0,,,
